input,match,product_guide,product_guide_count
纯素炸花枝圈,OOS炸花枝圈(裹粉)(3KG)VEGAN FRIED SQUID RING (4 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (1A-23A) - 味根香(五条) 紫菜小鱼-900G VGN FISH ROLL FISH (20 PC), 新春送礼 2025 CNY GIFTS, 炸花枝圈(裹粉)(3KG)VEGAN FRIED SQUID RING (4 PC), (1B-31A) 鱼柳 300G WP - VEG FISH FINGER (40 PC), (75)高汤粉180G WP - VEG SOUP BASE (12 PC)",7
腐皮片2包,CHICKEN BEANCURD,"SEAFOOD RING ROLL, CHICKEN WANTON, TAU KEE PUFF, CHICKEN BEANCURD, LAKSA NOODLE (3 KG), CHICKEN DUMPLING, HANDMADE FRESH FISH BALL (W) 50",7
V hoso 31/40,VANNAMEI SHRIMP HOSO 31/40 (10KGS) - PJ,"SUTCHI FILLET (SKIN ON) 230/300GM, SQUARE (6 KGS) 84, FLOWER YELLOW CLAM 30/40 (500GM X 20P/CTN) - PO, COOKED TIGER PRAWN 31/35, 10KG - PJA, VANNAMEI SHRIMP HOSO 31/40 (10KGS) - PJ, HZF - SEABASS FILLET 3/5, 10KG/CTN",8
prawn (51/60),Vannamei Prawn PND 51/60 1kgx10pkt 虾肉,"Vannamei Prawn PND 51/60 1kgx10pkt 虾肉, VANNAMEI PRAWN PND 41/50 1KGX10PKT A 虾肉, Vegetable Cooking Oil (Oki) (B) 5L MY 健康标志食用油",3
素 金 菇 肉1 kg Veg Golden Mushroom Meat,(1B-47B) 素金菇肉 1 KG VEG GOLDEN MUSHROOM MEAT (15 PC),"(1B-39A) -(青)(益500G)香鱼片 500G - FRAGRANT FISH SLICE BIG (30 PC), 素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (1B38A)粉红(益小) 香酥鸡 素鸡丁250G VEG ROASTED CHICKEN (60 PC), (1B-47B) 素金菇肉 1 KG VEG GOLDEN MUSHROOM MEAT (15 PC), (1B-50) -味根香羊肉 900G -VGN MUTTON (BIG) (24 PC), (1A-7A)- (440G) 味齐 羊肉- VGN MUTTON (40 PC), (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC), (1A-3A) 素香味鸡丁900G VGN CRISPY CHICKEN DICED (20 PC)",9
Roasted Honey MJW,ROASTED MID JT WING,"A01 SPICY WINGSTICK, ROASTED MID JT WING, YAKITORI WITH SAUCE",3
Crayfish,CRAYFISH CUT 150/200 PT,"BLACK TIGER HOSO 13/15 (1KG X 10BOX) - PJ, CRAYFISH CUT 150/200 PT, WHITE CLAM WITH SHELL 40/60 (1KG X 10PKTS) - PO, FROZEN CUT SLIPPER LOBSTER 50-75G (10KG/CTN) - PO, FIGO MINI MANTOU PLAIN (24PKTS/CTN), 1/2 SHELL MUSSEL, 907g (1CTN/12BOX)- PO, SQUID RING,IQF (1KG X 10PKT) 3-5 CM",9
炸水饺,CHICKEN DUMPLING,"PRAWN BALL (500GM X 2PACK), CUTTLEFISH WANTON, CHICKEN DUMPLING",3
German pork knuckles (1.2kg)-10nos,Hind Knuckle (German) 德式后元蹄,"PORK SPARE RIBS CUT 3"" TS(2PKTx5KG), PORK COLLAR (FRIMESA) -20KG BR, Front Knuckle前元蹄, Belly肚肉, Hind Knuckle (German) 德式后元蹄, PORK SOFTBONE (SCAN), Minced Meat Grade B搅肉, PORK LOIN BACK RIB (FRIMESA) -10KG BR, Shoulder Butt 五花肉",9
半壳扇贝,1/2 SHELL SCALLOP WITH ROE 8-9 CM ( 1KG X 10 PKT) - PO,"FROZEN BLANCHED CRAWFISH 35-45G, 10 BOXES/CTN, JAPAN MUROTSU OYSTER WHOLE - L, 12pcs/pkt, BLACK TIGER HOSO 10/12 (1KG X 10BOXES) - PJ, 1/2 SHELL SCALLOP WITH ROE 8-9 CM ( 1KG X 10 PKT) - PO, FROZEN TAKO TENTACLES, 1KG X 10PKT - PO, FROZEN BLANCHED CRAWFISH TAIL (ORIGINAL) 500Gx12PKTS",9
鸡腿切块,JK CHICKEN WHOLE LEG CUT 2'' 15KG SG 鸡大腿切2”,"Cream Dory Fillet 400-600gm 6kg (2) VN  多利魚, JK PORK FAT CUBE 2CM 5KG/PKT SG 猪油丁, JK CHICKEN WHOLE LEG CUT 2’’ 5KG/PKT SG 鸡大腿切, JK CHICKEN WHOLE LEG CUT 2'' 15KG SG 鸡大腿切2”, JK Beef Sliced 0.3cm (Bag) 2kg SG 牛肉片, JK PORK MINCED A (BAG) 2KGX6PKT SG 猪肉碎A, Fish Toman Fillet (S) 20kg TH 生鱼, JK PORK MINCED A THICK (BAG) 2KGX10PKT SG A粗",8
white egg,CHEW'S OMEGA 3 FRESH WHITE EGGS (550G) 10S,"CHEW'S OMEGA 3 FRESH WHITE EGGS (550G) 10S, CHEW'S FRESH BROWN EGGS (600G) 10S",2
Button mushroom,MUSHROOM WHITE BUTTON 白蘑菇 (KG),nan,1
Hakka Meat (thịt gà xay - 4,HAKKA CHICKEN MINCED MEAT,"SEAFOOD RING ROLL, FRESH FISH CAKE (VEG), TAU KEE PUFF, CHICKEN BEANCURD, CUTTLEFISH WANTON, (L)FRESH FISH BALL (50), SEAFOOD BEANCURD, HAKKA CHICKEN MINCED MEAT",8
Kampong fresh eggs,CHEW'S FRESH KAMPONG EGGS (210G) 6S,"CHEW'S OMEGA 3 FRESH WHITE EGGS (550G) 10S, MINIMART FARM EGGS 30S, CHEW'S FRESH BROWN EGGS (600G) 10S, CHEW'S FRESH KAMPONG EGGS (210G) 6S",4
iberico pork collar 500g,PORK COLLAR IBERICO SHABU (WL) TP(16PKTx500G),"PORK BELLY IBERICO SHABU (KHM) TFV(20PKTx500G), PORK COLLAR IBERICO SHABU (WL) TP(16PKTx500G), PORK BELLY IBERICO SUKIYA TP(16PKTx500G)",3
Cai Xin,CAI XIN CUT 菜心切,"SPRING ONION CUT 青葱切, PEELED WATER CHESTNUT 马蹄肉, CAI XIN CUT 菜心切",3
Chestnut 🌰,PEELED WATER CHESTNUT 马蹄肉,"SPRING ONION CUT 青葱切, PEELED WATER CHESTNUT 马蹄肉, CAI XIN CUT 菜心切",3
Corn,(2A-31) - 玉署署Yu Su Su Corn **************,"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (2A)(青)素干鹅400G VGN CRISPY SOYA (GREEN)********** (70 PC), (1A-23A) - 经济香鱼片- 900G VEG ECONOMICAL FISH SLICE (20 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (2B) - *三角形*署片2KG - TRIANGLE TATERS PATTI (6 PC), (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC), (1A-16A) - (盒) 薯片1.28KG - HASH BROWN (12 PC), (2A-31) - 玉署署Yu Su Su Corn **************, (1A-3A) 素香味鸡丁900G VGN CRISPY CHICKEN DICED (20 PC)",9
Cuttlefish wanton,CUTTLEFISH WANTON,"SEAFOOD RING ROLL, CHILLI FISH CAKE, SMALL SITO-FISH CAKE, FISH CHIP (BLACK), CHICKEN BEANCURD, SEAFOOD WANTON, CUTTLEFISH WANTON, FISH FINGER, SEAWEED CHICKEN 紫菜鸡 1KG",9
Seaweed Chicken,SEAWEED CHICKEN 紫菜鸡 1KG,"KOREAN FISH CAKE, CHILLI FISH CAKE, SEAWEED CHICKEN 紫菜鸡 1KG, SLICED FISH CAKE",4
cherry tomato,CHERRY TOMATO 樱桃番茄,"GREEN FRISEE 青菲茜, ORANGE 橙, CHERRY TOMATO 樱桃番茄, YELLOW LEMON 黄柠檬",4
豆干中,Dou Gan(M) (豆干 - 中),"Fried Fish Ball (炸鱼丸) -A, Cheese Tofu (芝士豆腐), Dou Gan(M) (豆干 - 中), Gan Er (干鹅), PRAWN CRACKER (虾饼)",5
Beef tenderloin,AU Beef GS Tenderloin SS/On (TEYS),"AU Beef GS Tenderloin SS/On (TEYS), Lamb Rack French Cut Cap On",2
Chicken Breast,(99) S/L CHIX BREAST FILLET 1.15KG,"A05 COOKED 2 JOINT WING, A01 SPICY WINGSTICK, (99) S/L CHIX BREAST FILLET 1.15KG, DUCK LEG CONFIT 10PC X 5 PACK, N1 CHICKEN NUGGET (10PKT)",5
潮州虾枣,TEOCHEW PRAWN ROLL (潮州虾枣) 20G,"Chef Prawn Ball厨师虾丸, NGO HIANG  (五香卷), Lychee Shrimp Ball荔枝虾丸(10pc/Pkt), Golden Prawn Pancake黄金虾饼, TEOCHEW PRAWN ROLL (潮州虾枣) 20G",5
Super Crispy,(22) SUPER CRISPY CHICKEN 1KG,"(22) SUPER CRISPY CHICKEN 1KG, CRISPY CHICKEN FRIES, FS03 CRISPY CHICKEN STRIP",3
猪手,Front Hock Halve Cut猪手开边,"PORK HUMERUS BONE (SEARA) BR, PORK DICED MEAT 2CMx2CM TS(6PKTx2KG), PORK SLICE 4MMx3CMx3CM NORMAL TS(6PKTx2KG), PORK FAT CUBE 2CM BAG(7PKTx2KG), PORK BELLY B/I (FRIMESA) -25KG BR, PORK CHOP B/L 1.2CM TS(3PKTx5KG), Minced Meat Grade A上等搅肉, Front Hock Halve Cut猪手开边, Pork Fat Cube TP(250G-300G) 包装猪油粒",9
猪肉碎grade A (2T) 80/20,PORK MINCE (2T) 80/20 BAG(6PKTx2KG),"PORK HOCK CUBE 2.5"" BAG (2PKTx5KG), PORK SPARE RIB (MABELLA) BR, PORK COSTAL STRIP(SOFTBONE)(AGROSUPER) -10KG CH, PORK STOMACH COOKED (AGROSUPER) -10KG CH, PORK LOIN BACK RIB (FRIMESA) -10KG BR, PORK MINCE (2T) 80/20 BAG(6PKTx2KG), PORK BELLY SHEET/R CUBE 2CM BAG (5PKTx2KG), PORK STOMACH COOKED (SEARA) -15KG BR, PORK STOMACH COOKED (ICP) 10KG ES",9
潮州虾棗,TEOCHEW PRAWN ROLL (潮州虾枣) 20G,"Chef Prawn Ball厨师虾丸, NGO HIANG  (五香卷), Lychee Shrimp Ball荔枝虾丸(10pc/Pkt), Golden Prawn Pancake黄金虾饼, TEOCHEW PRAWN ROLL (潮州虾枣) 20G",5
cheese tofu,Cheese Tofu (EB) 500gmx20pkt MY 芝士豆腐,"Crispy Chicken Nugget (Freezepak) 1kgx9pkt TH泰国麦鸡块, JK PORK MINCED B (BAG) 2KGX6PKT SG 猪肉碎B, Chicken Spicy Wing Stick (Saha Farms) 1kgx10pkt TH, Cheese Tofu (EB) 500gmx20pkt MY 芝士豆腐",4
Fresh Seabass G600,FRESH SEABASS 600 (G),FRESH SEABASS 600 (G),1
PG50-4017DE Pork humerus bone cut (Boseller),PORK HUMERUS BONE HALF CUT (MULLER) DE -10KG,"Hind Hock Split Half 猪脚开边, Pork Skin 猪皮, PORK LOIN BONE IN (FRIMESA) -25KG BR, Back Fat背油, PORK HUMERUS BONE HALF CUT (MULLER) DE -10KG, PORK SPARE RIB (SULINA) -18KG BR, PORK LOIN B/L (FRIMESA) -25KG BR, PORK HUMERUS BONES CUT (BOSELER) -10KG DE, PORK COLLAR (SULINA) -12KG BR",9
wu xiang large,Big Ngoh Hiang Roll (大五香卷),Big Ngoh Hiang Roll (大五香卷),1
大肠头,Pork Rectum Head (ICC) 10kg IR 猪大肠头,"Pork Rectum Head (ICC) 10kg IR 猪大肠头, Pork Rectum Head (Frimesa) 16kg BR 熟猪大肠头, Pork Intestine Large Cooked (Seara) 18kg BR 熟猪大肠头, Chicken Feet Fried (Bag) 1kgx10pkt SG 炸鸡脚, Pork Large Intestine Cooked (ICP) 10kg ES 熟猪大肠, Pork Belly Sheet Ribbed S/O (Aurora) 25kg BR 削骨三层肉, JK Pork Belly Sliced 2cm (Bag) 5kg SG 三层肉片2CM, JK Pork Belly Sliced 1.5cm (Bag) 5kg SG 三层肉片, PORK INTESTINE LARGE (ICP) 10KG ES 猪大肠",9
Brown egg size B,CHEW'S FRESH BROWN EGGS (B),"CHEW'S FRESH BROWN EGGS (B), CHEW’S PASTEURIZED LIQUID EGG WHITE 1KG",2
Fish steak,(2B-71)-素鱼柳汉堡扒500G- VGN FISH STEAK(10PCS) (20 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1B32A)(佛心)素港式叉烧 900G VGN HK CHAR SIEW (20 PC), (2-70) 泰式辣椒980G - MAE PRANOM THAI CHILLI SAUCE (12 PC), (59)(鸿-干粮) 咖喱素羊肉250G Vgn Curry Mutton, (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (2A) (大) 素咖哩卜800G VGN CURRY PUFF BIG ******** (20 PC), (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC), (3-2015)(鸿-干粮) 喱素冷当G 250G Vgn Curry Rendang G, (2B-71)-素鱼柳汉堡扒500G- VGN FISH STEAK(10PCS) (20 PC)",9
Chicken breast,(99) S/L CHIX BREAST FILLET 1.15KG,"BATTERED ONION RING (10PKT), A01 SPICY WINGSTICK, (33) CRISPY CHICKEN SEAWEED 1KG, YAKITORI WITH SAUCE, ROASTED WINGSTICK 1KG, ROASTED MID JT WING, (99) S/L CHIX BREAST FILLET 1.15KG, FS01 FRIED 2 JOINT WING",8
Chicken diced d,(1A-3A) 素香味鸡丁900G Vgn Crispy Chicken Diced (20 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (2A)(青)素干鹅400G VGN CRISPY SOYA (GREEN)********** (70 PC), (1A-23A) - 经济香鱼片- 900G VEG ECONOMICAL FISH SLICE (20 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (2B) - *三角形*署片2KG - TRIANGLE TATERS PATTI (6 PC), (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC), (1A-16A) - (盒) 薯片1.28KG - HASH BROWN (12 PC), (2A-31) - 玉署署Yu Su Su Corn **************, (1A-3A) 素香味鸡丁900G VGN CRISPY CHICKEN DICED (20 PC)",9
大五香,Big Ngoh Hiang Roll (大五香卷),"Small Chef's Prawn Roll (小厨师虾卷), Fried Beancurd Roll (炸豆支卷), SMALL OIL小桶油, Fish Skin 鱼皮 (600g/PKT), Golden Prawn Pancake黄金虾饼, Chicken Breast Meat 鸡胸肉, DD Chicken Katsudon (CD) 900G, Big Ngoh Hiang Roll (大五香卷), Kway Teow 粿条(小) (3kg)",9
鱼丸,(L)FRESH FISH BALL 100,"(L)FRESH FISH BALL (50), (L)FRESH FISH BALL 100",2
spearmint,SPEARMINT 薄荷叶 (50G/PKT),nan,1
腊肠,(2B57) 腊肠 WP 1KG TAIWAN SAUSAGE 12KG/CTN (12 PC),"(2B57) 腊肠 WP 1KG TAIWAN SAUSAGE 12KG/CTN (12 PC), 素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (63)油膏 - 4.4L SOYA PASTE (4 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC)",4
鸡胸肉,Chicken Breast Meat 鸡胸肉,"SMALL OIL小桶油, Fish Skin 鱼皮 (600g/PKT), Golden Prawn Pancake黄金虾饼, Chicken Breast Meat 鸡胸肉, DD Chicken Katsudon (CD) 900G, Big Ngoh Hiang Roll (大五香卷), Kway Teow 粿条(小) (3kg)",7
commonwealth 200,KOREAN FISH CAKE,KOREAN FISH CAKE,1
面6_中粗,Rice Vermicelli - Thick (Camel) 3kg SG 粗骆驼米粉,"JK Pork Big Bone Cut 1 Cut 2 (Bag) 10kg SG, Fresh Kway Teow 3Kg/Pkt 粿条, Rice Vermicelli - Thick (Camel) 3kg SG 粗骆驼米粉, Rice Vermicelli - Thin (Camel) 3kg SG 细骆驼米粉, YELLOW NOODLES (H) 3KG SG 熟黄面, RICE VERMICELLI -THICK (MOON STAR) 3KG SG 粗 永美米粉, KWAY TEOW - M (H) 3KG SG 粿条(中）, PRICE ADJUSTMENT, ABALONE SLICED 300GMX40PKT TW 台湾牌贵妃鲍片",9
Chicken Fries,CRISPY CHICKEN FRIES,"A01 SPICY WINGSTICK, HAR JEONG CHICKEN 1KG X 6PKT, (33) CRISPY CHICKEN SEAWEED 1KG, A11 POP CORN CHICKEN 1KG, TEMPURA CHICKEN NUGGET, CRISPY CHICKEN FRIES, ROASTED MID JT WING, N1 CHICKEN NUGGET (10PKT)",8
Cooked whole egg,HARD BOILED EGGS 10S,"CHEW'S FRESH BROWN EGGS (B), HARD BOILED EGGS 10S, SALTED EGGS 30S, HARD BOILED EGGS 40S",4
苏东丸,CUTTLEFISH BALL (32PCS),"CUTTLEFISH BALL (32PCS), FISH FINGER",2
腌鸭片,(1A25A) - (黑) 腌鸭 切片 素世界-900G SMOKED DUCK DICE (10 PC),"(1A24A)(味根香) 素大板鱼500G VGN OSAKA FISH (32 PC), (1A-24B) - (900G) 味根香 小 明虾 - SMALL PRAWN (20 PC), (1A25A) - (黑) 腌鸭 切片 素世界-900G SMOKED DUCK DICE (10 PC), (1A6A) -素肠 1KG- GLUTEN INTESTINE (30 PC), (65B)梅膏 5L - PLUM SAUCE, (2B-71) -香春酱300G - VEGAN CEDAR TOON SAUCE (80 PC), (2-80)番茄风味火锅调味料200G VGN TOMATO HOTPOT BASE (24 PC)",7
Pork collar,FR Shoulder Butt自然猪五花肉,"FR Shoulder Butt自然猪五花肉, FR Loin Baby Ribs自然猪特龙, PORK COLLAR IBERICO SHABU (M/AFF) SP(20PKTx250G), FR Shoulder Lean自然猪前赤, Pork Fat猪油, PORK JOWL MEAT (STEAK) VP (FRISELVA) ES, Front Trotter前猪手尖, FR Pork Fillet 自然猪腰肉, FR Belly自然猪肚肉",9
Chicken wing as usual 120g,Chicken Wing 120-150gm (Aurora) 9kg BR 鸡翅,"Vannamei Prawn PTO 16/20 1kgx10pkt 凤尾虾, Chicken Wing 120-150gm (Perdigao) 15kg BR 鸡翅, Chicken Wing 120-150gm (Aurora) 9kg BR 鸡翅, Vannamei Prawn PTO 31/40 1kgx10pkt 凤尾虾",4
Minced meat grade 80/20,Minced Meat Grade A上等搅肉,"Minced Meat Grade B搅肉, Minced Meat Grade A上等搅肉, Pork Big Bone Cut 切割大骨, CHICKEN LEG B/L S/O 200G VAC (6PKTX2KG) TH",4
C/nugget,Crispy Chicken Nugget (Freezepak) 1kgx9pkt TH泰国麦鸡块,"Hash Browns Triangle (Ecofrost) 2.5kgx4pkt BE 三角, Chicken Taiwan Sausage (Golden Dragon) 500gmx10pkt, Hashbrowns Triangle (Farmchef) 2kgx5pkt BE 三角土豆饼, Chicken Franks 10pcs (Perdix) 340gmx24pkt BR 热狗, Crispy Chicken Nugget (Freezepak) 1kgx9pkt TH泰国麦鸡块, Crab Bite Surimi Minced (Shipleader) 1kgx10pkt TH",6
软骨新年28号,PORK SOFT BONES (COMPAXO) 10KG NL 猪软骨,"JK PORK HOCK CUBE 2'' 5KG/PKT SG 猪脚丁, ABALONE SLICED (PIN JIA) 300GMX40PKT MY 贵妃鲍片, F - Black Chicken (NH) MY 黑鸡, Pork Maw Cooked (Frimesa) 18kg BR 猪肚, PORK SOFT BONES (COMPAXO) 10KG NL 猪软骨, PORK SOFT BONES (SNELLMAN) 10KG FI 猪软骨",6
Drumstick,Chicken Drumstick B/IN S/O (Wayne Farms) 15kg US,"Chicken Drumstick B/IN S/O (Wayne Farms) 15kg US, CHICKEN LEG B/L S/O 200GM UP (COPACOL) 2KGX6PKT BR, CREAM DORY FILLET 400-600GM (DOUBLE FISH) 6KG VN",3
Shoyu,SHOYU SOUP (TAKAGI) TS(20PKTx1KG)(K),"SHOYU SOUP (TAKAGI) TS(20PKTx1KG)(K), KARAKA RAMEN (TAKAGI) (12PKTx450G)(K), PORK BELLY A R/ON SIN/R SB/I 20x50(BOSELER)VAC DE, CHICKEN SAUSAGE (20PKTx1KG), RAMEN CHAR SIEW SLICE (TAKAGI) VAC(10PKT), BUTASHOGA RAMEN (TAKAGI) (12PKTx450G)(K), PORK HONEY BAKED HAM SLICED (GB) VAC(10PKTx1KG)",7
Karaka frozen RTE,KARAKA RAMEN (TAKAGI) (12PKTx450G)(K),"SHOYU SOUP (TAKAGI) TS(20PKTx1KG)(K), KARAKA RAMEN (TAKAGI) (12PKTx450G)(K), PORK BELLY A R/ON SIN/R SB/I 20x50(BOSELER)VAC DE, CHICKEN SAUSAGE (20PKTx1KG), RAMEN CHAR SIEW SLICE (TAKAGI) VAC(10PKT), BUTASHOGA RAMEN (TAKAGI) (12PKTx450G)(K), PULLED PORK (TAKAGI) VAC(10PKTx1KG), PORK HONEY BAKED HAM SLICED (GB) VAC(10PKTx1KG)",8
Sweet intestine,Pork Sweet Intestine 猪粉肠(散),"F/T Pork Spare Ribs 褪冰排骨, Spare Rib 排骨, Pork Liver 猪肝(散), Hind Hock Burn Split Half 猪脚烧毛开边, PORK FAT CUBE 2CM BAG(7PKTx2KG), Pork Loin Tendon 肉头根, Pork Sweet Intestine 猪粉肠(散), PORK SPARE RIB (FRIMESA) -20KG BR",8
tiger hoso 13/15,BLACK TIGER HOSO 13/15 (1KG X 10BOX) - PJ,"FROZEN SALMON FILLET - 15KG/CTN - PO, JAPAN MUROTSU OYSTER WHOLE - M, 144pcs/12doz/ctn, BLACK TIGER HOSO 13/15 (1KG X 10BOX) - PJ",4
Wings,CHICKEN WING 100-120GM (PERDIGAO) 15KG BR 鸡翅,"Chicken Wing 100-120gm (Aurora) 9kg BR 鸡翅100-120, Chicken Franks 10pcs (Perdix) 340gmx24pkt BR 热狗, CHICKEN WING 100-120GM (PERDIGAO) 15KG BR 鸡翅, Chicken Drumstick B/IN S/O (Wayne Farms) 15kg US",4
肉碎,JK Pork Minced B (Bag) 2kgx10pkt SG 猪肉碎B,"JK PORK MINCED B THICK (BAG) 2KGX10PKT SG B粗, JK PORK BELLY CUBE 1.2CM 5KG/PKT SG 有皮肚肉丁, Chicken Leg B/L S/O 200gmUp (Seara) 2kgx6pktBR鸡去骨腿, JK PORK MINCED B (BAG) 2KGX6PKT SG 猪肉碎B, JK CHICKEN WHOLE LEG CUT 2'' 15KG SG 鸡大腿切2”, JK Pork Belly Cube 0.5"" 5Kg/Pkt, 20Kg/Ctn 三层肉丁, JK Pork Belly Cube 2cm (Bag) SG",8
Sotong Ring,Sotong Ring (Skin Off) 10Kg/Ctn 无皮苏东圈,"FISH KUNNING FISH 20/25 (DBS) 1KGX10KG TH, CHICKEN LEG B/L S/O 200GM UP (AVIVAR) 2KGX6PKT BR, SQUID RING SKIN OFF (SG) 1KGX10PKT CN 无皮苏东圈, VANNAMEI PRAWN PND 31/40 1KGX10PKT 虾肉, FISH SELAR 8/10 (D) 1KGX10PKT TH 色拉, Fish Kembong G/G 8/10 (D) 1kgx10pkt TH, Fish Anggoli 6/8 (D) 10kg TH 红哥里, Fish Batam Steak 120-140gm (HX) 1kgx10pkt SG 大片切峇丹, FISH BLACK POMFRET 100/200GM 10KG VN 黑鲳",9
Dory cube,SUTCHI (CUBE) 25/35 (2KG X 3PKTS),"FRESH SEABASS 500G (G) - BTF, 21/25 PTO VANNAMEI SHRIMP (1KG X 10P) - PO, FLOWER YELLOW CLAM 30/40 (500GM X 20P/CTN) - PO, SUTCHI (CUBE) 25/35 (2KG X 3PKTS), FRESH TILAPIA 400/600G (G), FRESH TOMAN FILLET CL",6
"Popcorn Chicken,  (6 X 1 KG)",A11 POP CORN CHICKEN 1KG,"BATTERED ONION RING (10PKT), (33) CRISPY CHICKEN SEAWEED 1KG, KT01 CHICKEN KATSU 70G, A11 POP CORN CHICKEN 1KG",4
鸡扒,DD Chicken Katsudon (CD) 900G,"SMALL OIL小桶油, Fish Skin 鱼皮 (600g/PKT), Golden Prawn Pancake黄金虾饼, Chicken Breast Meat 鸡胸肉, DD Chicken Katsudon (CD) 900G, Big Ngoh Hiang Roll (大五香卷), Kway Teow 粿条(小) (3kg)",7
Long fish cake,长大粿 LONG FISH CAKE,"长大粿 LONG FISH CAKE, FRIED FISH BALL, SEAFOOD WANTON, FISH FINGER, FRIED FISH BALL (FROZEN), BEANCURD ROLL",6
spring onion - .Cut,SPRING ONION CUT 青葱切,"SPRING ONION CUT 青葱切, PEELED WATER CHESTNUT 马蹄肉, CAI XIN CUT 菜心切",3
fresh egg tray,CHEW'S FRESH BROWN EGGS (C),"CHEW'S FRESH BROWN EGGS (C), CHEW’S PASTEURIZED LIQUID EGG YOLK 1KG, CHEW'S PASTEURIZED LIQUID WHOLE EGG 5KG, CHEW'S PASTEURIZED LIQUID WHOLE EGG 1KG, CHEW’S PASTEURIZED LIQUID EGG WHITE 5KG, CHEW’S PASTEURIZED LIQUID EGG YOLK 5KG, SALTED EGG YOLKS 50S RAW",7
Chiken pop corn,A11 POP CORN CHICKEN 1KG,"N1 CHICKEN NUGGET (10PKT), A11 POP CORN CHICKEN 1KG, TEMPURA CHICKEN NUGGET, A01 SPICY WINGSTICK",4
Pork trotter,Front Trotter前猪手尖,"FR Shoulder Butt自然猪五花肉, FR Loin Baby Ribs自然猪特龙, PORK COLLAR IBERICO SHABU (M/AFF) SP(20PKTx250G), FR Shoulder Lean自然猪前赤, Pork Fat猪油, PORK JOWL MEAT (STEAK) VP (FRISELVA) ES, Front Trotter前猪手尖, FR Pork Fillet 自然猪腰肉, FR Belly自然猪肚肉",9
Corn,(2A-31) - 玉署署Yu Su Su Corn **************,"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (2A)(青)素干鹅400G VGN CRISPY SOYA (GREEN)********** (70 PC), (1A-23A) - 经济香鱼片- 900G VEG ECONOMICAL FISH SLICE (20 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (2B) - *三角形*署片2KG - TRIANGLE TATERS PATTI (6 PC), (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC), 新春送礼 2025 CNY GIFTS, (2A-31) - 玉署署Yu Su Su Corn **************, (1A-3A) 素香味鸡丁900G VGN CRISPY CHICKEN DICED (20 PC)",9
Sutchi butterfly 600/800,"SUTCHI - BUTTERFLY CUT 600-800, 10KGS","SUTCHI - BUTTERFLY CUT 600-800, 10KGS",2
chews fresh egg aa,CHEW'S FRESH WHITE EGGS (AA),"CHEW'S FRESH WHITE EGGS (AA), SALTED EGG YOLKS 50S RAW",2
Teriyaki chic,TERIYAKI STEAK S/LESS 1KG,"BATTERED ONION RING (10PKT), KT01 CHICKEN KATSU 70G, YAKITORI WITH SAUCE, TERIYAKI STEAK S/LESS 1KG",4
Crayfish,CRAYFISH CUT 150/200 PT,"BLACK TIGER HOSO 13/15 (1KG X 10BOX) - PJ, CRAYFISH CUT 150/200 PT, WHITE CLAM WITH SHELL 40/60 (1KG X 10PKTS) - PO, FROZEN CUT SLIPPER LOBSTER 50-75G (10KG/CTN) - PO, FIGO MINI MANTOU PLAIN (24PKTS/CTN), 1/2 SHELL MUSSEL, 907g (1CTN/12BOX)- PO, SQUID RING,IQF (1KG X 10PKT) 3-5 CM",9
三层肉,PORK BELLY S/L SLICED 1.8MM TP(10PKTx1KG),"BEEF SHORT PLATE SHABU 1.5MM TP(10PKTx1KG), PORK BELLY S/L SLICED 1.8MM TP(10PKTx1KG)",2
