input,match,product_guide,product_guide_count
Shanghai xiaolongbao 500g,PORK SHANGHAI STEAMED BUN (20PKTx500G)(X),"Pork Loin Boneless TP(250G-300G) 包装猪肉头, PORK [SWEET&SOUR] (YUMME) TFV (20PKTx500G), PORK COLLAR IBERICO SHABU (YUMME) TP(20PKTx200G), PORK & PICKLED CAB DUMPLING 酸菜猪肉水饺 (20PKTx500G)(X), PORK & CHI DUMPLING 韭菜猪肉水饺 (20PKTx500G)(X), Pork Spare Rib Cut TP(250G-300G) 包装猪排骨, PORK SHANGHAI STEAMED BUN (20PKTx500G)(X), SHRIMP & CAB GYOZA 虾仁圆白菜煎饺 (20PKTx240G)(X), PORK & MUSH DUMPLING 香菇猪肉水饺 (20PKTx500G)(X), PORK & CELERY DUMPLING 芹菜猪肉水饺 (20PKTx500G)(X), PORK SPARE RIBS CUT (YUMME) TFV (20PKTx500G), PORK BELLY SUKIYAKI (YUMME) TP(20PKTx300G), PORK MINCED 80/20 (YUMME) TFV (20PKTx500G), PORK COLLAR 13MM (YUMME) TFV(20PKTx500G), CHICKEN & CAB DUMPLING 鸡肉白菜水饺 (20PKTx500G)(X), PORK WANTON 猪肉云吞 (20PKTx240G)(X), Pork Belly 2PCS TP(280G-330G) 包装猪肚肉, IBERICO PORK & CHI DUMPLING (M/AFF) TS(20PKTx400G), CHICKEN & CHI DUMPLING 鸡肉韭菜水饺 (20PKTx500G)(X), IBERICO PORK & CAB DUMPLING (M/AFF) TS(20PKTx400G), PORK & SHRIMP WANTON 鲜虾猪肉云吞 (20PKTx320G)(X), PORK COLLAR IBERICO SHABU (M/AFF) SP(20PKTx250G), PORK BELLY CUBE (YUMME) TFV(20PKTx500G), KAIFENG STEAMED BUN-SPRING ONION (20PKTx500G)(X), CHI & EGG DUMPLING 韭菜鸡蛋水饺 (20PKTx500G)(X), Pork Shoulder Lean S/O TP(280G-330G) 包装猪腿肉, Pork Hind Lean TP(280G-330G) 包装猪后赤, PORK COLLAR SHABU (YUMME) TP(20PKTx300G), PORK BELLY IBERICO SUKIYA (YUMME) TP(20PKTx200G), PORK BELLY STRIP (YUMME) TFV (20PKTx500G), Pork Minced 90/10 TP(250G-300G) 包装猪搅肉, PORK WANTON IN CHILLI OIL 红油抄手 (20PKTx370G)(X), Pork Collar TP(280G-330G) 包装猪五花肉, Pork Liver TP(180G-200G) 包装猪肝, PORK & CAB DUMPLING 白菜猪肉水饺 (20PKTx500G)(X)",35
strawberry,STRAWBERRY 草莓 (200G-250G/PUN),"GRAPEFRUIT PINK 葡萄柚 (250G-350G/PCS), DRAGON FRUIT 白肉笼珠果 (200G-300G/NOS), BANANA SEMI RIPE 香蕉, DRAGON FRUIT RED MEAT 红肉龙珠果 (200G-300G/PC), MUSCAT GRAPES (1KG/PKT), GRAPE GREEN SEEDLESS 青葡萄, GRAPE BLACK SEEDLESS 黑葡萄, GRAPE RED SEEDLESS 红葡萄, MUSCAT GRAPES (500G/PKT), STRAWBERRY 草莓 (250G/PUN), BLUEBERRY 兰莓 (100G-125G/PKT)",11
seaweed chicken,(33) CRISPY CHICKEN SEAWEED 1KG,"(66) IKEDA CHICKEN CUTLET 1.1KG, BAKED CHICKEN BITES, (33) CRISPY CHICKEN SEAWEED 1KG, KT01 CHICKEN KATSU 70G, YAKITORI WITH SAUCE, A11 POP CORN CHICKEN 1KG, (22) SUPER CRISPY CHICKEN 1KG, ROASTED WINGSTICK 1KG, TEMPURA CHICKEN NUGGET, JCS01 CHIX SAUSAGE ORIGINAL, (99) S/L CHIX BREAST FILLET 1.15KG, FS05 FRIED CRISPY THIGH, FS04 GOLDEN CRISPY WING, GRILLED CHIX STEAK (5PKT), FS01 FRIED 2 JOINT WING, ROASTED MID JT WING, FS03 CRISPY CHICKEN STRIP, FS07 FRIED CRISPY DRUM",18
fingerling potatoes,POTATO KIPFLER / FINGERLING 土豆鱼苗,"KOPPERT CRESS - GHOA / CORIANDER CRESS (25G/PUN), (H.NAS) HARVESTED NASTURTIUM LEAVES (40PCS/PUN), (H.OXL) HARVESTED RED OXALIS 10G, FRESH FINGERLIMES - GREEN PEARL (125G/PUN), (SS.P) SHISO PURPLE CRESS MG, (ES.M) EGYPTIAN STAR MIXED (10G/PUN), EDIBLE FLOWER - ASSORTED 食用花 (10G/PUN), DUTCH GEM LETTUCE 10X6PC 小奶油生菜, ITALIAN LETTUCE MIZUNA GREEN 125G 青水菜, (RVS) RED VEIN SORREL CRESS MG, CHILLI JALAPENO GREEN青墨西哥哈拉贝纽辣椒, (TND) MICROGREEN - AFFILA / PEA SHOOT / TENDRIL CRESS MG, (MT.S) MUSTARD SCARLET / KYONA CRESS MG, (BSL.G) BASIL GREEN CRESS MG, ARTICHOKE JERUSALEM / SUNCHOKE 菊芋, (CRD) GHOA / CORIANDER CRESS MG, KOPPERT CRESS - VENE / RED VEIN SORREL CRESS (25G/PUN), (BSL) KOPPERTCRESS - BASIL CRESS, POTATO KIPFLER / FINGERLING 土豆鱼苗, KOPPERT CRESS - AFFILLA / TENDRIL CRESS (25G/PUN)",20
龙虾卷,CUTTLEFISH WANTON,"HOR FUN (3 KG), BEE TAI BAK (3 KG), CHICKEN WANTON, FISH PASTE, EGG TOFU, SMALL SITO-FISH CAKE, CUTTLEFISH WANTON, CHICKEN BIG NGOH HIANG, TEOCHEW FISH CAKE (20PCS), LAKSA NOODLE (3 KG), SEAWEED CHICKEN 紫菜鸡 1KG, CHICKEN FRANKS, YELLOW NOODLE (3 KG), MINCED CHICKEN 2KG, COOKED FISH BALL, FLAT FISH CAKE",16
Hash brown triangle,Hash Browns Triangle (Ecofrost) 2.5kgx4pkt BE 三角,"Palm Cooking Oil (Siong Heng) (Tin) 16kg MY松兴植物油, Aurora Chicken Breast 12Kg/Ctn 鸡胸肉, CREAM DORY FILLET 170-220GM (FARM BEST) 6KG VN 多利魚, Chicken Wing 90gm Up (Alliz) 15kg BR 鸡翅, Beef Lung (Friboi) BR 牛肺, CHICKEN LEG B/L S/O 200GM UP (SADIA) 2KGX6PKT BR, Vannamei Prawn HOSO 31/40 AA 1kgx10pkt 灰虾, Chicken Leg B/L S/O 200gmUp (Seara) 2kgx6pktBR鸡去骨腿, CREAM DORY FILLET 170-220GM (2) 6KG VN 多利魚, YELLOW NOODLES (H) 3KG SG 熟黄面, JK Beef Cube 4cm (Bag) 5kg SG 牛肉丁, FISH TEMPURA YACHIYO () 10PCSX10PKT 天妇罗鱼, PANGASIUS SUTCHI FILLET 170-220GM (JJ) 6KG VN 多利魚, Vegetable Cooking Oil (Fat Chef) (Tin) 16kg MY胖师傅菜, Hashbrowns Triangle (Farmchef) 2kgx5pkt BE 三角土豆饼, Crispy Chicken Nugget (Freezepak) 1kgx9pkt TH泰国麦鸡块, Chicken Franks 10pcs (Perdix) 340gmx24pkt BR 热狗, FROZEN BREADED FISH FILLET 10PCSX10PKT CN 粉鱼, CHICKEN WING 100-120GM (PERDIGAO) 15KG BR 鸡翅, VEGETABLE OIL (SERI MURNI) 14L NET MY (HALAL) 菜油, Hash Browns Triangle (Ecofrost) 2.5kgx4pkt BE 三角, CHICKEN LEG B/L S/O 200GM UP (AVIVAR) 2KGX6PKT BR, VEGETABLE OIL (GOLDEN KIRIN) 15KG NET MY (HALAL), JK CHICKEN CUBE S/O 2CM (BAG) 2KGX6PKT SG, CREAM DORY FILLET 220-300GM 6KG (2) VN  多利魚, CHICKEN LEG B/L S/O 200GM UP (COPACOL) 2KGX6PKT BR, JK Beef Cube 2cm (Bag) SG 牛肉丁, VEGETABLE OIL (GOLDEN KIRIN) 17KG NET MY (HALAL), JK Beef Cube 2cm (Bag) 5kg SG 牛肉丁, BIHUN (GOLDEN KIRIN) 3KG MY (HALAL) , Cooked Chicken Nuggets (Ken Ken) 1kgx10pkt CN 鸡金块, CREAM DORY FILLET 170-220GM (DOUBLE FISH) 6KG VN, Chicken Leg B/L S/O 200gm Up(Aurora)2kgx6pkt BR, Breaded Pollack Fillet(Okeanoss)10PcsX10Pkt CN 白身鱼, COOKED CHICKEN NUGGETS (KEN KEN) 500GMX20PKT CN",35
Pencil Asparagus,ASPARAGUS BABY PENCIL / THAI BABY 泰国小芦笋 (100G/BUN),"CARROTS 红萝卜, FROZEN EDAMAME PEEL 500G 冷冻毛豆, EGGS JAPAN 日本鸡蛋 (90 EGGS/BUNDLE) WITH EXPI, GRAPE RED SEEDLESS 红葡萄, HONEYDEW 密瓜, TOMATO CHERRY RED 小蕃茄, STORY FRESH - BABY SPINACH 澳洲波菜苗 (500G/PKT), EGGS 鸡蛋 (30 PCS/TRAY), SDM - ROYAL CHESTNUT / PENCIL MUSHROOM (130G/PKT), STORY FRESH - MESCLUN SALAD 澳洲萨拉 (500G/PKT), GARLIC MINCED 蒜末 / 蒜蓉 (1KG/PKT), AVOCADO AUSTRALIA /  澳洲鳄梨 (150G-200G/NOS), ORANGE VALENCIA 水橙子盒装 (80-113PCS/CTN), ASPARAGUS BABY PENCIL / THAI BABY 泰国小芦笋 (100G/BUN), ORANGE VALENCIA 水橙子 (120G-200G/NOS), FROZEN CORN KENNEL 冷冻玉米粒 (1KG), BANANA SEMI RIPE 香蕉, MUSHROOM WHITE BUTTON 白蘑菇 (KG), APPLE GREEN 青萍果, GRAPE GREEN SEEDLESS 青葡萄, ITALIAN MESCLUN SALAD 杂菜 (125G/PKT)",21
Pork rib ( sườn),BOILED PORK RIB CUT (RUYI) VAC(8PKTx2KG)(K),"PORK COLLAR SLICED SPLIT HALF 1.5MM BAG(12PKTx1KG), Front Trotter Cut 前手尖切, COOKED VANNAMEI PRAWN HOSO 41/50 (10PKTx1KG), FRIED PRAWN HEAD (RUYI) VAC(8PKTx2KG)(K), PRAWN BROTH (12PKTx1KG), FZ Pork Loin Rib Cut -10kg, BOILED PORK RIB CUT (RUYI) VAC(8PKTx2KG)(K), PORK LOIN B/L (SULINA) -18KG BR, PORK COLLAR SLICED 2MM TP(10PKTx1KG), PORK TAIL (DANISH CROWN)-10KG DK, PORK TAIL (BE CAMPBELL) AU, Pork Sweet Intestine by Carton-822 箱头猪粉肠, BOILED PORK INTESTINE (RUYI) VAC(10PKTx1KG)(K), Back Fat With Skin 背油带皮, PORK HUMERUS BONE (SEARA) BR, PORK COLLAR (FRIMESA) -20KG BR, PORK COLLAR CHAR SIEW (RUYI) VAC(~2KG)(K), PORK HUMERUS BONES CUT (BOSELER) -10KG DE, PORK LOIN B/L (FRIMESA) -25KG BR, BOILED PORK TAIL CUT (RUYI) VAC(8PKTx2KG)(K), Pork Back Skin背皮, Hind Lean 后赤, PORK TAIL (TONNIES) -10KG DE, Shoulder Flap边肉, PORK BACK SKIN (LA POMPEYA) AR, PORK TAIL (BOSELER) -10KG DE, WHOLE CHICKEN 1000G (PERDIGAO) (10PKTx1KG)-10KG BR, Minced Meat Grade B搅肉, PORK MINCE 60/40 M/WANTON (RUYI) BAG(8BAGx2KG)^",29
Lime,LIME SEEDLESS 无子青柠檬,"ORANGE VALENCIA 水橙子 (120G-200G/NOS), CARROTS 红萝卜, ITALIAN FLAT PARSLEY 意大利香菜 / 意大利芫荽 (50G/PKT), ROSEMARY 迷迭香 (50G/PKT), PEAR PACKHAM GREEN 青皮梨盒装 (150G-200G/NOS), GRAPEFRUIT PINK 葡萄柚 (250G-350G/PCS), SAGE 鼠尾草 (50G/PKT), CAPSICUM PEPPER RED 红灯笼椒 / 红大辣椒, CUCUMBER JAPANESE 日本黄瓜 (KG), CORIANDER 香菜 / 芫荽 (300G-350G/BUN), PINEAPPLE HONEY 水晶黄梨 (700G-800G/NOS), EGGS JAPAN 日本鸡蛋 (90 EGGS/BUNDLE) WITH EXPI, FENNEL 茴香, LIME SEEDLESS 无子青柠檬, STRAWBERRY 草莓 (250G/PUN), LEMON YELLOW 黄柠檬 (150G-200G/NOS), MARJORAM 马郁兰 / 墨角兰 (50G/PKT), CELERY IMPORTED 西芹菜",18
豆卜,MEDIUM BEAN POK,"SEAFOOD RING ROLL, FRIED BEANCURD SHEET, FISH PASTE, EGG TOFU, KOREAN FISH CAKE, CHICKEN BEANCURD, TAU KEE PUFF, CUTTLEFISH WANTON, CHICKEN BIG NGOH HIANG, SEAWEED CHICKEN 紫菜鸡 1KG, SAMBAL CHILLI, BEANCURD ROLL, FULLY COOKED FRIED CHICKEN CRISPY KATSUDON, CHEESE TOFU 1 KG, DRIED RICE VERMICELLI (3 KG), MEDIUM BEAN POK",16
Jap Cucumber,CUCUMBER JAPANESE 日本黄瓜 (KG),"APPLE FUJI RED 80 - 125PCS / 富士红萍果盒装, GRAPEFRUIT PINK 葡萄柚 (250G-350G/PCS), PINEAPPLE DOLE 菲侓宾黄梨 (700G-800G/NOS), BITTER GOURD 苦瓜, PINEAPPLE LOCAL 黄梨 (600G-700G/NOS), PADI CHILLI GREEN 青小辣椒 / 青朝天椒 (250G/PKT), CUCUMBER 黄瓜, ORANGE NAVEL 肉橙子 (120G-170G/NOS), STRAWBERRY 草莓 (250G/PUN), LEMON YELLOW 黄柠檬 (150G-200G/NOS), APPLE FUJI RED 富士红萍果 (100G-150G/NOS), APPLE GREEN  青萍果盒装 (90-110 PCS/CTN), TARRAGON 龙蒿草 (50G/PKT), SPEARMINT 薄荷叶 (50G/PKT), PADI CHILLI RED 红小辣椒 / 红潮天椒 (250G/PKT), PINEAPPLE HONEY 水晶黄梨 (700G-800G/NOS), WATERMELON 5KG 无子西瓜, CHERRY 樱桃, MANGO HONEY / MANGO THAI 泰国芒果, RASPBERRY 山莓 / 红莓 (100G-125G/PUN), BASIL 罗勒 / 九辰塔 (50G/PKT), CUCUMBER JAPANESE 日本黄瓜 (KG), LEMON 黄柠檬盒装 (88-113PCS/CTN), APPLE GREEN 青萍果, GRAPE GREEN SEEDLESS 青葡萄, CUCUMBER BABY 小黄瓜 500G/PKT (MIN), LIME SEEDLESS 无子青柠檬",27
Spring onion 1(青葱),SPRING ONION 青葱,"(RVS) RED VEIN SORREL CRESS MG, (LB) LEMON BALM CRESS MG, LEEK CHINESE 中国大葱, GARLIC CHIVE (250G/BUN), DILL 茴香 / 莳萝 (50G/PKT), (AMR) AMARANTH RED CRESS MG, KOPPERT CRESS - LEMON BALM / MELISSA CRESS (25G/PUN), SCARLET RED AMARANTH (KPC-AMR), SPRING ONION 青葱, GARLIC SPROUT  蒜苔 (250G/BUN), EDIBLE FLOWER - MARIGOLD 万寿菊花 (10G/PUN), (SS.P) SHISO PURPLE CRESS MG, (ES.M) EGYPTIAN STAR MIXED (10G/PUN), PEA SWEET / ENGLISH PEA / GARDEN PEA 甜豆 (130G/PKT), KOPPERT CRESS - VENE / RED VEIN SORREL CRESS (25G/PUN), CHIVES  细香葱 / 西洋细韭菜 (50G/PKT), PEA SNOW 荷兰豆 / 扁豆 (130G/PKT), KOPPERT CRESS - SHISO PURPLE CRESS (25G/PUN)",18
Raspberry,RASPBERRY 树莓,"MANGO 芒果, BANANA LEAF 香蕉叶, SWEET POTATO RED MEAT 番薯红肉, CURRY LEAF 咖喱叶, SMALL PANDAN LEAF 小香兰叶, BERANGAN BANANA 香蕉, BIG PANDAN LEAF 大香兰叶, HONEY MANGO 蜂蜜芒果, HERB THYME 百里香, TAPIOCA 木薯, RASPBERRY 树莓, PEELED TAPIOCA 去皮木薯, RED CARROT 红萝卜",13
Potato local,POTATO LOCAL 土豆 / 马铃薯,"CARROTS 红萝卜, EGGS JAPAN 日本鸡蛋 (90 EGGS/BUNDLE) WITH EXPI, SPRING ONION 青葱, LETTUCE CORAL GREEN / LOLLO BIANDO 青珊瑚生菜, RADISH WHITE / DAIKON 大白萝卜 / 大根, KOPPERT CRESS - SHISO PURPLE CRESS (25G/PUN), BROCCOLI CHINA 中国西兰花, GARLIC PEELED 去皮蒜头 / 蒜肉 (700G/PKT), HERB - RED OXALIS IN POT  HB_OXR, TOMATO CHERRY RED 小蕃茄, (H.OXL) HARVESTED RED OXALIS 10G, (SS.P) SHISO PURPLE CRESS MG, GINGER YOUNG 幼姜 / 子姜, POTATO LOCAL 土豆 / 马铃薯, EDIBLE FLOWER - ASSORTED 食用花 (10G/PUN), EGGS 鸡蛋 (30 PCS/TRAY), LEMON YELLOW 黄柠檬 (150G-200G/NOS), ENGLISH PARSLEY 西香菜 / 西芫荽 (300G/BUN), (RVS) RED VEIN SORREL CRESS MG, (SS.G) SHISO GREEN CRESS MG, (TND) MICROGREEN - AFFILA / PEA SHOOT / TENDRIL CRESS MG, ONION LARGE BROWN 大洋葱, AVOCADO AUSTRALIA /  澳洲鳄梨 (150G-200G/NOS), CHILLI SHISHITO 日式甜椒, KOPPERT CRESS - VENE / RED VEIN SORREL CRESS (25G/PUN), LEEK JAPANESE / SHIRONEGI / BEI CHONG 北葱 / 日本葱, TOFU RED SILKEN  水豆腐 / 红盒豆腐 (300G/NOS), LETTUCE CORAL RED / LOLLO ROSSA 红珊瑚生菜, CUCUMBER JAPANESE 日本黄瓜 (KG), KOPPERT CRESS - AFFILLA / TENDRIL CRESS (25G/PUN), EGGS CENTURY 皮蛋, RADISH GREEN MEAT 青萝卜, MUSHROOM SHITAKE 花菇, CABBAGE ROUND 包菜",34
sotong 香,CUTTLEFISH NUGGET,"SEAFOOD RING ROLL, HANDMADE SMALL FISH CAKE, CUTTLEFISH BALL (500GM X 2PACK), TAU KEE PUFF, KOREAN FISH CAKE, CUTTLEFISH NUGGET, CUTTLEFISH WANTON, CHICKEN BALL (250GM X 12PACK), CHICKEN BIG NGOH HIANG, FUCHOU FISH FINGER, CRAB BALL (250GM X 12PACK), CUTTLEFISH BALL (250GM X 12PACK)",12
Egg tofu,TOFU EGG 鸡蛋豆腐 (160G/NOS),"EGGS JAPAN 日本鸡蛋 (90 EGGS/BUNDLE) WITH EXPI, SPRING ONION 青葱, ONION PEELED 去皮大洋葱, BROCCOLI CHINA 中国西兰花, EGGS QUAIL BOILED  熟鹌鹑蛋 (50 PCS/CAN), TOMATO (500G/PKT) 蕃茄, CORIANDER 香菜 / 芫荽 (300G-350G/BUN), NAI BAI CHYE / BABY BAK CHOY 奶白菜, MUSHROOM ENOKI 金针菇 (150G/PKT), TAU POK 豆卜 (10PCS/PKT), POTATO LOCAL 土豆 / 马铃薯, LOTUS ROOT 莲藕, GARLIC MINCED 蒜末 / 蒜蓉 (1KG/PKT), CUCUMBER OLD 老黄瓜, PADI CHILLI RED 红小辣椒 / 红潮天椒 (250G/PKT), CHILLI RED 红辣椒 (250G/PKT), BROCCOLI AUST 澳洲西兰花, TOFU EGG 鸡蛋豆腐 (160G/NOS), CORN ON COB 玉米 (2PCS/PKT), EGGPLANT LONG BRINJAL 长茄, CABBAGE LONG WONG BOK 大白菜, EGGS QUAIL 鹌鹑蛋 (15 PCS/PKT)",22
PORK BELLY S/L SLICE 7MMx20CM TP(10PKTx1KG),PORK BELLY S/L SLICE 7MMx20CM TP(10PKTx1KG),"Pork Liver 猪肝(散), PORK COLLAR IBERICO SHABU 2MM (8PCS/LAYER X 1KG), PORK BELLY IBERICO SHABU 2MM TP(6PCS/LAYERx1KG), PORK COLLAR CUT 2CM - 10KG, Pork Tongue 猪舌, Pork Sweet Intestine 猪粉肠(散), CHICKEN WHOLE LEG B/L S/O240-260G(PERDIGAO)(6x2KG), VANNAMEI PND IQF 21/25 (10PKTx1KG), CHICKEN WHOLE LEG (SEARA) BRAZIL - 15KG, Belly肚肉, Hind Lean Minced 搅后赤肉, CHICKEN WHOLE LEG B/L S/O260-280G(PERDIGAO)(6x2KG), CHICKEN LEG B/L S/O (SEARA) (6PKTx2KG) BR, Pork Fillet 腰肉, CHICKEN LEG QUARTER (SIMMONS) -15KG US, CHICKEN WING 100-120G (SEARA) -15KG, Pork Maw 猪肚(散), Pork Heart 猪心, Pork Fat猪油, Pig Head 猪头, Pork Skin 猪皮, Spare Rib 排骨, PORK BELLY S/L SLICE 7MMx20CM TP(10PKTx1KG), Minced Meat Grade B 40/60 2T 搅肉B, PORK TAIL (BOSELER) -10KG DE, PORK COLLAR IBERICO SHABU (WL) TP(16PKTx500G), CHICKEN LEG B/L S/O 200G UP (SADIA)(6PKTx2KG)-12KG, Front Hock猪手, Shoulder Lean Skin On 前赤带皮",29
大生丸,(L)FRESH FISH BALL (50),"SEAFOOD RING ROLL, FRESH FISH CAKE (VEG), CHICKEN WANTON, FISH PASTE, KOREAN FISH CAKE, TAU KEE PUFF, SMALL SITO-FISH CAKE, FRESH TAU KWA (M), CUTTLEFISH WANTON, (L)FRESH FISH BALL (50), CHICKEN DUMPLING, SITO-FISH CAKE",12
Beans sprouts,BEAN SPROUT 豆芽,"LARGE ONION 大洋葱, CHINESE CELERY 芹菜, LEMON GRASS / SERAI 葱毛, RED CARROT 红萝卜, BIG TAU KWA 大豆干, MEDIUM TOMATO 中番茄, SPRING ONION  青葱, KANG KONG 翁菜, BEAN SPROUT 豆芽, PEELED GARLIC 蒜肉, BOMBAY ONION 红大葱, PINEAPPLE 黄梨, BROWN SHIMEIJI MUSHROOM 松菇 / 蟹味菇, RED CHILLI 红辣椒, RED CHILLI PADI 小红辣椒, CORIANDER / CHINESE PARSLEY 芫茜, BLUE GINGER 南姜, SMALL PANDAN LEAF 小香兰叶, GOLDEN TAU KWA 小豆干, LIME LEAF 大柑叶, WHITE CARROT 白萝卜",21
RED VEIN DAIKON RED,(RVS) RED VEIN SORREL CRESS MG,"(RVS) RED VEIN SORREL CRESS MG, (SS.G) SHISO GREEN CRESS MG, (ES.S) EGYPTIAN STAR SAKURA (10G/PUN), (TND) MICROGREEN - AFFILA / PEA SHOOT / TENDRIL CRESS MG, (LB) LEMON BALM CRESS MG, (ES.P) EGYPTIAN STAR PINK (10G/PUN), (ES.W) EGYPTIAN STAR WHITE (10G/PUN), EDIBLE FLOWER - MARIGOLD 万寿菊花 (10G/PUN), (ES.PU) EGYPTIAN STAR PURPLE (10G/PUN), (ES.M) EGYPTIAN STAR MIXED (10G/PUN), EDIBLE FLOWER - VIOLA (10G/PUN), EDIBLE FLOWER - ASSORTED 食用花 (10G/PUN), (H.NAS) HARVESTED NASTURTIUM LEAVES (40PCS/PUN), (ES.R) EGYPTIAN STAR RED (10G/PUN)",14
2 joint wing,FS01 FRIED 2 JOINT WING,"JPS01 PORK SAUSAGE ORIGINAL, JCS03 CHIX SAUSAGE CHEESE, (33) CRISPY CHICKEN SEAWEED 1KG, KT01 CHICKEN KATSU 70G, A11 POP CORN CHICKEN 1KG, JCS02 CHIX SAUSAGE B/PEPPER, (22) SUPER CRISPY CHICKEN 1KG, TEMPURA CHICKEN NUGGET, JCS01 CHIX SAUSAGE ORIGINAL, ROASTED MID JT WING, (11) CRISPY CHIX ORIGINAL 1KG, FS01 FRIED 2 JOINT WING, JPS05 PORK SAUSAGE CHEESE",13
8/10整只苏东,HZF SQUID 8/10 WR (2KG X 6PKT),"WHOLE CLEAN CUTTLEFISH 40/60, å¢¨é±¼ä»” (1KG X 12), SUTCHI FILLET 300/400,SQUARE (6 KGS) 84, HZF SQUID 8/10 WR (2KG X 6PKT), BLACK TIGER HOSO 13/15 (1KG X 10BOX) - PJ, HZF SQUID 10UP WR (2KG X 6PKT), BOILED SCALLOP MEAT 100-120, (500G X 20PKT) - PO, BLACK TIGER HOSO 31/40 ,10KGS PJ, FLOWER YELLOW CLAM 30/40 (500GM X 20P/CTN) - PO, SQUID FLOWER CUT (1KG X 10PKT) - PO, OYSTER MEAT (SS), 1KG X 10PKTS, PAN ROYAL, 71/90 PND VANNAMEI SHRIMP (1KG X 10PKT) - PO, OYSTER MEAT (SS), 1KG X 10PKTS, SUN OCEAN, VANNAMEI SHRIMP HOSO 41/50,10KGS PJ",22
petai,PETAI 臭豆,"ROUND CABBAGE 包菜, GREEN CHILLI 青辣椒, OLD GINGER 老姜, SALAM LEAF 月桂叶, LEMON GRASS / SERAI 葱毛, XIAO BAI CAI 小白菜, RED CARROT 红萝卜, YAM / TARO 芋头, SWEET POTATO RED MEAT 番薯红肉, MEDIUM TOMATO 中番茄, PEELED LARGE ONION 去皮大洋葱, LADY FINGER 羊角豆, BEAN SPROUT 豆芽, FRENCH BEAN 大毛豆, CURRY LEAF 咖喱叶, YELLOW LEMON 黄柠檬, EGGPLANT 茄子, PETAI 臭豆, RED CHILLI 红辣椒, BLUE GINGER 南姜, YELLOW GINGER LEAF 黄姜叶, WHITE CARROT 白萝卜",22
Mint leaves,SPEARMINT 薄荷叶 (50G/PKT),"APPLE FUJI RED 80 - 125PCS / 富士红萍果盒装, GRAPEFRUIT PINK 葡萄柚 (250G-350G/PCS), PINEAPPLE DOLE 菲侓宾黄梨 (700G-800G/NOS), BITTER GOURD 苦瓜, PINEAPPLE LOCAL 黄梨 (600G-700G/NOS), PADI CHILLI GREEN 青小辣椒 / 青朝天椒 (250G/PKT), CUCUMBER 黄瓜, ORANGE NAVEL 肉橙子 (120G-170G/NOS), STRAWBERRY 草莓 (250G/PUN), LEMON YELLOW 黄柠檬 (150G-200G/NOS), APPLE FUJI RED 富士红萍果 (100G-150G/NOS), APPLE GREEN  青萍果盒装 (90-110 PCS/CTN), TARRAGON 龙蒿草 (50G/PKT), SPEARMINT 薄荷叶 (50G/PKT), PADI CHILLI RED 红小辣椒 / 红潮天椒 (250G/PKT), PINEAPPLE HONEY 水晶黄梨 (700G-800G/NOS), WATERMELON 5KG 无子西瓜, CHERRY 樱桃, MANGO HONEY / MANGO THAI 泰国芒果, RASPBERRY 山莓 / 红莓 (100G-125G/PUN), BASIL 罗勒 / 九辰塔 (50G/PKT), CUCUMBER JAPANESE 日本黄瓜 (KG), LEMON 黄柠檬盒装 (88-113PCS/CTN), APPLE GREEN 青萍果, GRAPE GREEN SEEDLESS 青葡萄, CUCUMBER BABY 小黄瓜 500G/PKT (MIN), LIME SEEDLESS 无子青柠檬",27
Button mushroom,MUSHROOM WHITE BUTTON 白蘑菇 (KG),"APPLE FUJI RED 80 - 125PCS / 富士红萍果盒装, BABY CARROTS HEIRLOOM MIXED 红白紫三色小萝卜, APPLE GREEN  青萍果盒装 (90-110 PCS/CTN), APPLE FUJI RED 富士红萍果 (100G-150G/NOS), PINEAPPLE DOLE 菲侓宾黄梨 (700G-800G/NOS), MUSHROOM WHITE BUTTON 白蘑菇 (KG), CORN BABY 小玉米 / 玉米仔 (100G-150G/PKT), APPLE GREEN 青萍果, PINEAPPLE LOCAL 黄梨 (600G-700G/NOS), JAMBU / WATER APPLE 莲雾 / 水蓊, PINEAPPLE HONEY 水晶黄梨 (700G-800G/NOS)",11
Beancurd Chicken 400g,(5) CRISPY CHIX W BEANCURD 400G,"HONEY WINGSTICK, A01 SPICY WINGSTICK, (33) CRISPY CHICKEN SEAWEED 1KG, HAR JEONG CHICKEN 1KG X 6PKT, A11 POP CORN CHICKEN 1KG, ROASTED WINGSTICK 1KG, CRISPY CHICKEN FRIES, TEMPURA CHICKEN NUGGET, ROASTED MID JT WING, (5) CRISPY CHIX W BEANCURD 400G, GRILLED CHIX STEAK (5PKT), TERIYAKI SAUCE 3.5L, N1 CHICKEN NUGGET (10PKT), HONEY SAUCE (12PKT), CHICKEN GYOZA ORIGINAL 1KG X 10PKT , CRISPY CHICKEN ROLL 500G X 20PKT, SWEET CORN (6PKT)",17
